ident,name,iso_country,iso_region,iata_code
CYXE,Saskatoon John G. Diefenbaker International Airport,CA,CA-SK,YXE
CYXH,Medicine Hat Airport,CA,CA-AB,YXH
CYXI,Bonnechere Airport,CA,CA-ON,YXI
CYXJ,Fort St John Airport,CA,CA-BC,YXJ
CYXK,Rimouski Airport,CA,CA-QC,YXK
CYXL,Sioux Lookout Airport,CA,CA-ON,YXL
CYXN,Whale Cove Airport,CA,CA-NU,YXN
CYXP,Pangnirtung Airport,CA,CA-NU,YXP
CYXQ,Beaver Creek Airport,CA,CA-YT,YXQ
CYXR,Earlton (Timiskaming Regional) Airport,CA,CA-ON,YXR
CYXS,Prince George Airport,CA,CA-BC,YXS
CYXT,Northwest Regional Airport Terrace-Kitimat,CA,CA-BC,YXT
CYXU,London Airport,CA,CA-ON,YXU
CYXX,Abbotsford Airport,CA,CA-BC,YXX
CYXY,Whitehorse / Erik Nielsen International Airport,CA,CA-YT,YXY
CYXZ,Wawa Airport,CA,CA-ON,YXZ
CYYB,North Bay Jack Garland Airport,CA,CA-ON,YYB
CYYC,Calgary International Airport,CA,CA-AB,YYC
CYYD,Smithers Airport,CA,CA-BC,YYD
CYYE,Fort Nelson Airport,CA,CA-BC,YYE
CYYF,Penticton Airport,CA,CA-BC,YYF
CYYG,Charlottetown Airport,CA,CA-PE,YYG
CYYH,Taloyoak Airport,CA,CA-NU,YYH
CYYJ,Victoria International Airport,CA,CA-BC,YYJ
CYYL,Lynn Lake Airport,CA,CA-MB,YYL
CYYM,Cowley Airport,CA,CA-AB,YYM
CYYN,Swift Current Airport,CA,CA-SK,YYN
CYYO,Wynyard / W.B. Needham Field,CA,CA-SK,
CYYQ,Churchill Airport,CA,CA-MB,YYQ
CYYR,Goose Bay Airport,CA,CA-NL,YYR
CYYT,St. John's International Airport,CA,CA-NL,YYT
CYYU,Kapuskasing Airport,CA,CA-ON,YYU
CYYW,Armstrong Airport,CA,CA-ON,YYW
CYYY,Mont Joli Airport,CA,CA-QC,YYY
CYYZ,Lester B. Pearson International Airport,CA,CA-ON,YYZ
CYZD,Downsview Airport,CA,CA-ON,YZD
CYZE,Gore Bay Manitoulin Airport,CA,CA-ON,YZE
CYZF,Yellowknife Airport,CA,CA-NT,YZF
CYZG,Salluit Airport,CA,CA-QC,YZG
CYZH,Slave Lake Airport,CA,CA-AB,YZH
CYZP,Sandspit Airport,CA,CA-BC,YZP
CYZR,Chris Hadfield Airport,CA,CA-ON,YZR
CYZS,Coral Harbour Airport,CA,CA-NU,YZS
CYZT,Port Hardy Airport,CA,CA-BC,YZT
CYZU,Whitecourt Airport,CA,CA-AB,YZU
CYZV,Sept-Îles Airport,CA,CA-QC,YZV
CYZW,Teslin Airport,CA,CA-YT,YZW
CYZX,CFB Greenwood,CA,CA-NS,YZX
CYZY,Mackenzie Airport,CA,CA-BC,
CZ-0001,Factory Jihočeské Papírny Heliport,CZ,CZ-JC,
CZ-0002,Hospital Heliport,CZ,CZ-JC,
CZ-0003,Hospital Heliport,CZ,CZ-JC,
CZ-0004,Hospital Heliport,CZ,CZ-JM,
CZ-0005,Hospital Heliport,CZ,CZ-JM,
CZ-0006,International Business Center Brno Heliport,CZ,CZ-JM,
CZ-0007,Nemocnice/Hospital Heliport,CZ,CZ-JM,
CZ-0008,Střecha Nem Hospital Heliport,CZ,CZ-JM,
CZ-0009,Teaching Hospital - Building I2 Heliport,CZ,CZ-JM,
CZ-0010,Teaching Hospital -Building 1 Heliport,CZ,CZ-JM,
CZ-0011,Horní Staré Město Heliport,CZ,CZ-KR,
CZ-0012,Hospital Heliport,CZ,CZ-KR,
CZ-0013,Hradec Králové Heliport,CZ,CZ-KR,
CZ-0014,Nová Amerika Heliport,CZ,CZ-KR,
CZ-0015,"Teaching Hospital, Clinic Karim - Roof Heliport",CZ,CZ-KR,
CZ-0016,Area Of Fire And Rescue Force Heliport,CZ,CZ-MO,
CZ-0017,Hospital Heliport,CZ,CZ-MO,
CZ-0018,Teaching Hospital Heliport,CZ,CZ-MO,
CZ-0019,The Area Of Fire And Rescue Force Heliport,CZ,CZ-MO,
CZ-0020,Šumperk Heliport,CZ,CZ-OL,
CZ-0021,Tabulový Vrch Heliport,CZ,CZ-OL,
CZ-0022,Teaching Hospital -Surgical Pavilion Heliport,CZ,CZ-OL,
CZ-0023,Area Of Fire And Rescue Force Heliport,CZ,CZ-PA,
CZ-0024,Hospital Heliport,CZ,CZ-PA,
CZ-0025,Hospital Heliport,CZ,CZ-PL,
CZ-0026,University Hospital Pilsen Helipad,CZ,CZ-PL,
CZ-0027,Teaching Hospital Na Bulovce Heliport,CZ,CZ-PR,
CZ-0028,Teaching Thomayer Hospital Heliport,CZ,CZ-PR,
CZ-0029,Úvn/Central Military Hospital Střešovice -Pavilion Ch 2 Heliport,CZ,CZ-PR,
CZ-0030,Area Of Fire And Rescue Force Heliport,CZ,CZ-ST,
CZ-0031,Hořín Heliport,CZ,CZ-ST,
CZ-0032,Hospital Heliport,CZ,CZ-ST,
CZ-0033,Hospital Heliport,CZ,CZ-ST,
CZ-0034,Hospital Heliport,CZ,CZ-ST,
CZ-0035,Neratovice Heliport,CZ,CZ-ST,
CZ-0036,Bukov Heliport,CZ,CZ-US,
CZ-0037,Hospital Heliport,CZ,CZ-US,
CZ-0038,Hospital Heliport,CZ,CZ-US,
CZ-0039,Municipal Hospital Heliport,CZ,CZ-US,
CZ-0040,Hospital Heliport,CZ,CZ-VY,
CZ-0041,Hospital Heliport,CZ,CZ-VY,
CZ-0042,Hospital Surgery Department Heliport,CZ,CZ-VY,
CZ-0043,Střediskový Central Heliport,CZ,CZ-VY,
CZ-0044,Bat’A Hospital Heliport,CZ,CZ-ZL,
CZ-0045,Hospital Heliport,CZ,CZ-ZL,
CZ-0046,Krumau Hospital Helipad,CZ,CZ-JC,
CZ-0047,Prachatice Hospital Helipad,CZ,CZ-JC,
CZ-0048,Borek,CZ,CZ-ST,
CZ-0049,Zvole Western,CZ,CZ-VY,
CZ-0050,Pěnčín,CZ,CZ-OL,
CZ-0051,Bezdružice Airstrip,CZ,CZ-PL,
CZ-0052,Letisko Veľká Ida,SK,SK-KI,
CZ-0053,Bynovec,CZ,CZ-US,
CZ-0054,Česká Lípa Ramŝ,CZ,CZ-LI,
CZ-0055,Česká Třebová Airstrip,CZ,CZ-PA,
CZ-0056,Český Dub,CZ,CZ-LI,
CZ-0058,Částkovice private ULM,CZ,CZ-VY,
CZ-0059,Private ULM Chabeřice,CZ,CZ-ST,
CZ-0060,Studenec Ultralight,CZ,CZ-KR,
CZ-0061,Teplice,CZ,CZ-US,
CZ-0062,Chotěšov UL,CZ,CZ-PL,
CZ-0063,Kotvrdovice UL,CZ,CZ-JM,
CZ-0064,Kramolín UL,CZ,CZ-JC,
CZ-0065,Jiřičky UL,CZ,CZ-VY,
CZ-0066,Kaplice UL,CZ,CZ-JC,
CZ-0067,Frymburk UL,CZ,CZ-JC,
CZ-0068,Dobšice Heliport,CZ,CZ-ST,
CZ-0069,Druzcov U Lípy UL,CZ,CZ-LI,
CZ-0070,Stará voda,CZ,CZ-KA,
CZ-0071,Vrátkov,CZ,CZ-ST,
CZ-0072,BURANOS Aires UL,CZ,CZ-ST,
CZ-0073,Bořitov UL,CZ,CZ-JM,
CZ-0074,Miroslav Aircon UL,CZ,CZ-JM,
CZ-0075,Slušovice,CZ,CZ-ZL,
CZ-0076,Milovice Air Base,CZ,CZ-ST,
CZ-0077,Chřibská,CZ,CZ-US,
CZ-0078,Polepy,CZ,CZ-US,
CZ-0079,Říčany,CZ,CZ-ST,
CZ-0080,Sázava,CZ,CZ-ST,
CZ-0081,Třebíč,CZ,CZ-VY,
CZ-0082,Borovník,CZ,CZ-JM,
CZ-0083,Škudly,CZ,CZ-ST,
CZ-0084,Dačice,CZ,CZ-JC,
CZ-0085,Jehnědí,CZ,CZ-PA,
CZ-0086,Kunětice,CZ,CZ-PA,
CZ-0087,Charvátce,CZ,CZ-US,
CZ-0088,Letovice,CZ,CZ-JM,
CZ-0089,Lomnice nad Popelkou,CZ,CZ-LI,
CZ-0090,Boršice,CZ,CZ-ZL,
CZ-0091,Horní Počáply,CZ,CZ-ST,
CZ-0092,Strážnice,CZ,CZ-JM,
CZ-0093,Boleradice,CZ,CZ-JM,
CZ-0094,Opava,CZ,CZ-MO,
CZ-0095,Doudleby,CZ,CZ-JC,
CZ-0096,Hory,CZ,CZ-KA,
CZ-0097,Dvorce,CZ,CZ-JC,
CZ-0098,Ostrov,CZ,CZ-KA,
CZ-0099,Bystřice,CZ,CZ-VY,
CZ-0100,Choteč,CZ,CZ-KR,
CZ-0101,Dětřichov Oáza,CZ,CZ-OL,
CZ-0102,Záhoří,CZ,CZ-OL,
CZ-0103,Střemy,CZ,CZ-ST,
CZ-0104,Plešnice,CZ,CZ-PL,
CZ-0105,Rohozec,CZ,CZ-ST,
CZ-0106,Sazomín Ultralight Field,CZ,CZ-VY,
CZ-0107,Litoměřice,CZ,CZ-U-A,
CZ-0108,Bezno Airstrip,CZ,CZ-ST,
CZ-0109,Dušníky ULM,CZ,CZ-US,
CZ-0110,Miroslav ULM,CZ,CZ-JM,
CZ-0111,Příchvoj Airstrip,CZ,CZ-U-A,
CZ-0112,Kralovice Airstrip,CZ,CZ-U-A,
CZ-0113,Katovice Airstrip,CZ,CZ-U-A,
CZ-0114,Dolní Tošanovice Airstrip,CZ,CZ-U-A,
CZ-0115,Kněžmost Airstrip,CZ,CZ-U-A,
CZ-0116,Dynín Airstrip,CZ,CZ-U-A,
CZ-0117,Zbudov Airstrip,CZ,CZ-U-A,
CZ-0118,Kozojedy Airstrip,CZ,CZ-U-A,
CZ-0119,Letiště Poličná / Juřinka,CZ,CZ-ZL,
CZ-0120,Letiště Ivančice u Brna,CZ,CZ-JM,
CZ-0121,Kelč Airstrip,CZ,CZ-ZL,
CZ-0122,Chotěnov Airstrip,CZ,CZ-U-A,
CZ-0123,Štětí Airstrip,CZ,CZ-US,
CZ-0124,Letiště Všeň,CZ,CZ-LI,
CZ-0125,Letiště Kněžice u Jičína,CZ,CZ-ST,
CZ-0126,Letiště Poděbrady,CZ,CZ-ST,
CZ-0127,Letiště Opava - Kylešovice,CZ,CZ-U-A,
CZ-0128,Velké Pavlovice ULM,CZ,CZ-U-A,
CZ-0129,Osičiny Airstrip,CZ,CZ-U-A,
CZ-0130,Libchava Airstrip,CZ,CZ-U-A,
CZ-0131,Želeč Airstrip,CZ,CZ-JC,
CZ-0132,Bojkovice Airfield,CZ,CZ-ZL,
CZ-0133,Křinec Airstrip,CZ,CZ-U-A,
CZ-0134,Nová Včelnice Airstrip,CZ,CZ-JC,
CZ-0135,Litomyšl Airstrip,CZ,CZ-PA,
CZ-0136,Strachotice Airstrip,CZ,CZ-JM,
CZ-0137,Radovesice Airfield,CZ,CZ-US,
CZ-0138,Loučeň Airstrip,CZ,CZ-ST,
CZ-0139,Letiště Košice u Tábora,CZ,CZ-JC,
CZ-0140,Černovice u Tábora Airstrip,CZ,CZ-VY,
CZ-0141,Libkovice,CZ,CZ-US,
CZ-0142,Zbilidy UL,CZ,CZ-VY,
CZ-0143,Letiště Stará Paka,CZ,CZ-KR,
CZ-0144,Letiště Velešín,CZ,CZ-JC,
CZ-0145,Letiste Lipová,CZ,CZ-U-A,
CZ-0146,Jinošov Airstrip,CZ,CZ-VY,
CZ-0147,Letiště Bánov,CZ,CZ-U-A,
CZ-0148,Veselí,CZ,CZ-PA,
CZ-0149,Letiště Komárovice,CZ,CZ-U-A,
CZ-0150,Milotice Airstrip,CZ,CZ-U-A,
CZ-0151,Baška,CZ,CZ-MO,
CZ-0152,Trutnov,CZ,CZ-KR,
CZ-0153,Místek,CZ,CZ-MO,
CZ-0154,Letiště Hať u Hlučína,CZ,CZ-MO,
CZ-0155,Letiště Náchod,CZ,CZ-KR,
CZ-0156,Moravský Beroun,CZ,CZ-OL,
CZ-0157,Šumvald UL,CZ,CZ-U-A,
CZ-0158,Sedliště Airstrip,CZ,CZ-MO,
CZ-0159,Konojedy Airstrip,CZ,CZ-ST,
CZ-0160,Letiště Milhostov,CZ,CZ-KA,
CZ-0161,Letiště Luhačovice,CZ,CZ-ZL,
CZ-0162,Letiště Mladá,CZ,CZ-ST,
CZ-0163,Hatě,CZ,CZ-JM,
CZ-0164,Hrochův Týnec Airstrip,CZ,CZ-PA,
CZAC,York Landing Airport,CA,CA-MB,ZAC
CZAM,Shuswap Regional Airport,CA,CA-BC,YSN
CZBA,Burlington Executive,CA,CA-ON,
CZBB,Boundary Bay Airport,CA,CA-BC,YDT
CZBD,Ilford Airport,CA,CA-MB,ILF
CZBF,Bathurst Airport,CA,CA-NB,ZBF
CZBM,Bromont (Roland Desourdy) Airport,CA,CA-QC,ZBM
CZEE,Kelsey Airport,CA,CA-MB,KES
CZEM,Eastmain River Airport,CA,CA-QC,ZEM
CZFA,Faro Airport,CA,CA-YT,ZFA
CZFD,Fond-Du-Lac Airport,CA,CA-SK,ZFD
CZFG,Pukatawagan Airport,CA,CA-MB,XPK
CZFM,Fort Mcpherson Airport,CA,CA-NT,ZFM
CZFN,Tulita Airport,CA,CA-NT,ZFN
CZGF,Grand Forks Airport,CA,CA-BC,ZGF
CZGI,Gods River Airport,CA,CA-MB,ZGI
CZGR,Little Grand Rapids Airport,CA,CA-MB,ZGR
CZHP,High Prairie Airport,CA,CA-AB,ZHP
CZJ,Corazón de Jesús Airport,PA,PA-KY,CZJ
CZJG,Jenpeg Airport,CA,CA-MB,ZJG
CZJN,Swan River Airport,CA,CA-MB,ZJN
CZK,Cascade Locks State Airport,US,US-OR,CZK
CZKE,Kashechewan Airport,CA,CA-ON,ZKE
CZLQ,Thicket Portage Airport,CA,CA-MB,YTD
CZMD,Muskrat Dam Airport,CA,CA-ON,MSA
CZML,South Cariboo Region / 108 Mile Airport,CA,CA-BC,ZMH
CZMN,Pikwitonei Airport,CA,CA-MB,PIW
CZMT,Masset Airport,CA,CA-BC,ZMT
CZN,Chisana Airport,US,US-AK,CZN
CZNG,Poplar River Airport,CA,CA-MB,XPP
CZNL,Nelson Airport,CA,CA-BC,
CZO,Chistochina Airport,US,US-AK,CZO
CZPB,Sachigo Lake Airport,CA,CA-ON,ZPB
CZPC,Pincher Creek Airport,CA,CA-AB,WPC
CZPO,Pinehouse Lake Airport,CA,CA-SK,ZPO
CZRJ,Round Lake (Weagamow Lake) Airport,CA,CA-ON,ZRJ
CZSJ,Sandy Lake Airport,CA,CA-ON,ZSJ
CZSN,South Indian Lake Airport,CA,CA-MB,XSI
CZST,Stewart Airport,CA,CA-BC,ZST
CZSW,Prince Rupert/Seal Cove Seaplane Base,CA,CA-BC,ZSW
CZTA,Bloodvein River Airport,CA,CA-MB,YDV
CZTM,Shamattawa Airport,CA,CA-MB,ZTM
CZUC,Ignace Municipal Airport,CA,CA-ON,ZUC
CZUM,Churchill Falls Airport,CA,CA-NL,ZUM
CZVL,Edmonton / Villeneuve Airport,CA,CA-AB,
CZWH,Lac Brochet Airport,CA,CA-MB,XLB
CZWL,Wollaston Lake Airport,CA,CA-SK,ZWL
D03,Kulm Municipal Airport,US,US-ND,
D06,Minto Municipal Airport,US,US-ND,
D12,Garden Valley Heliport,US,US-ID,
D15,Lake Isabella Airpark,US,US-MI,
D20,Yale Airport,US,US-MI,
D22,Drummond Island / Yacht Haven SPB,US,US-MI,
D24,Fessenden Municipal Airport,US,US-ND,
D28,Tanglefoot Seaplane Base,US,US-ID,
D29,Drayton Municipal Airport,US,US-ND,
D32,Starbuck Municipal Airport,US,US-MN,
D38,Canandaigua Airport,US,US-NY,IUA
D41,Stephen Municipal Airport,US,US-MN,
D43,Hopewell Airpark,US,US-NY,
D49,Columbus Municipal Airport,US,US-ND,
D51,Clarence Aerodrome,US,US-NY,
D52,Geneseo Airport,US,US-NY,
D58,Timber Lake Municipal Airport,US,US-SD,
D59,Gowanda Airport,US,US-NY,
D61,Towner Municipal Airport,US,US-ND,
D63,Dinsmore Airport,US,US-CA,
D65,Corsica Municipal Airport,US,US-SD,
D66,Delta Junction Airport,US,US-AK,DJN
D67,Creekside Airport,US,US-NY,
D69,Rogersburg Airport,US,US-WA,
D70,Honeoye Falls Airport,US,US-NY,
D71,Beaver Lake Seaplane Base,US,US-AK,
D72,D&C Fire Lake Flying Club Seaplane Base,US,US-AK,
D75,Blodget Lake Seaplane Base,US,US-AK,
D79,Dart Airport,US,US-NY,
D80,Olcott-Newfane Airport,US,US-NY,
D81,Red Lake Falls Municipal Airport,US,US-MN,
D82,Ovid Airport,US,US-NY,
D85,Campbell Field,US,US-NY,
D88,Pratt's Eastern Divide Airport,US,US-NY,
D90,Mancelona Municipal Airport,US,US-MI,
D91,Spencerport Airpark,US,US-NY,
D93,Airtrek Airport,US,US-NY,
DA10,Illizi Airport,DZ,DZ-33,
DA11,Hamaguir Airport,DZ,DZ-08,
DA12,El Abiodh Sidi Cheikh Airport,DZ,DZ-32,
DA13,Tinfouchy Airport,DZ,DZ-37,
DA14,Mostaganem Airport,DZ,DZ-27,MQV
DA15,Saida Airport,DZ,DZ-20,
DA16,Tindouf East Airport,DZ,DZ-37,
DAAB,Blida Airport,DZ,DZ-09,QLD
DAAD,Bou Saada Airport,DZ,DZ-28,BUJ
DAAE,Soummam Airport,DZ,DZ-06,BJA
DAAF,Aoulef Airport,DZ,DZ-01,
DAAG,Houari Boumediene Airport,DZ,DZ-35,ALG
DAAJ,Djanet Inedbirene Airport,DZ,DZ-33,DJG
DAAK,Boufarik Airport,DZ,DZ-09,
DAAM,Telerghma Airport,DZ,DZ-43,
DAAN,Reggane Airport,DZ,DZ-01,
DAAP,Illizi Takhamalt Airport,DZ,DZ-33,VVZ
DAAQ,Ain Oussera Airport,DZ,DZ-17,
DAAS,Ain Arnat Airport,DZ,DZ-19,QSF
DAAT,Aguenar – Hadj Bey Akhamok Airport,DZ,DZ-11,TMR
DAAV,Jijel Ferhat Abbas Airport,DZ,DZ-18,GJL
DAAW,Bordj Omar Driss Airport,DZ,DZ-33,
DAAX,Chéraga Airport,DZ,DZ-42,
DAAY,Mecheria Airport,DZ,DZ-45,MZW
DAAZ,Relizane Airport,DZ,DZ-48,
DABB,Rabah Bitat Airport,DZ,DZ-36,AAE
DABC,Mohamed Boudiaf International Airport,DZ,DZ-25,CZL
DABO,Oum el Bouaghi airport,DZ,DZ-04,QMH
DABP,Skikda Airport,DZ,DZ-21,SKI
DABS,Cheikh Larbi Tébessi Airport,DZ,DZ-12,TEE
DABT,Batna Airport,DZ,DZ-05,BLJ
DAF,Daup Airport,PG,PG-MPM,DAF
DAFH,Hassi R'Mel Airport,DZ,DZ-03,HRM
DAFI,Tsletsi Airport,DZ,DZ-17,QDJ
DALH,Dalhousie Airport,AU,AU-SA,
DAO,Dabo Airport,PG,PG-NPP,DAO
DAOB,Bou Chekif Airport,DZ,DZ-14,TID
DAOC,Ouakda Airport,DZ,DZ-08,
DAOE,Bou Sfer Airport,DZ,DZ-31,
DAOF,Tindouf Airport,DZ,DZ-37,TIN
DAOI,Ech Cheliff Airport,DZ,DZ-02,CFK
DAOL,Tafaraoui Airport,DZ,DZ-31,TAF
DAON,Zenata – Messali El Hadj Airport,DZ,DZ-13,TLM
DAOO,Es Senia Airport,DZ,DZ-31,ORN
DAOR,Béchar Boudghene Ben Ali Lotfi Airport,DZ,DZ-08,CBH
DAOS,Sidi Bel Abbes Airport,DZ,DZ-22,BFW
DAOV,Ghriss Airport,DZ,DZ-29,MUW
DAOY,El Bayadh Airport,DZ,DZ-32,EBH
DATG,In Guezzam Airport,DZ,DZ-11,INF
DATM,Bordj Badji Mokhtar Airport,DZ,DZ-01,BMW
DAUA,Touat Cheikh Sidi Mohamed Belkebir Airport,DZ,DZ-01,AZR
DAUB,Biskra Airport,DZ,DZ-07,BSK
DAUE,El Golea Airport,DZ,DZ-47,ELG
DAUG,Noumérat - Moufdi Zakaria Airport,DZ,DZ-47,GHA
DAUH,Oued Irara Airport,DZ,DZ-30,HME
DAUI,In Salah Airport,DZ,DZ-11,INZ
DAUK,Touggourt Sidi Madhi Airport,DZ,DZ-30,TGR
DAUL,Laghouat Airport,DZ,DZ-03,LOO
DAUO,Guemar Airport,DZ,DZ-39,ELU
DAUT,Timimoun Airport,DZ,DZ-01,TMX
DAUU,Ain el Beida Airport,DZ,DZ-30,OGX
DAUZ,In Aménas Airport,DZ,DZ-33,IAM
DBBB,Cadjehoun Airport,BJ,BJ-AQ,COO
DBBC,Cana Airport,BJ,BJ-ZO,
DBBD,Djougou Airport,BJ,BJ-DO,DJA
DBBK,Kandi Airport,BJ,BJ-AL,KDC
DBBN,Natitingou Airport,BJ,BJ-AK,NAE
DBBO,Porga Airport,BJ,BJ-AK,
DBBP,Parakou Airport,BJ,BJ-BO,PKO
DBBR,Bembereke Airport,BJ,BJ-BO,
DBBS,Savé Airport,BJ,BJ-CO,SVF
DBC,Baicheng Chang'an Airport,CN,CN-22,DBC
DBK,Dutch Bay SPB,LK,LK-6,DBK
DBP,Debepare Airport,PG,PG-WPD,DBP
DBU,Dambulu Oya Tank Seaplane Base,LK,LK-2,DBU
DC01,Washington Post Heliport,US,US-DC,
DC02,Metropolitan Complex Heliport,US,US-DC,
DC03,Us Park Police Eagle's Nest Heliport,US,US-DC,
DC04,Spirit of Washington Heliport,US,US-DC,
DC06,MPD 2nd Metropolitan Police Department Heliport,US,US-DC,
DC07,MPD 5th Metropolitan Police Department Heliport,US,US-DC,
DC08,WHC Heliport,US,US-DC,
DC09,Georgetown Univ Hosp Helistop,US,US-DC,
DC11,National Presbyterian Church Heliport,US,US-DC,
DC13,Walter Reed Forest Glen Heliport,US,US-DC,
DC14,Walter Reed Emergency Heliport,US,US-DC,
DC15,Steuart Office Pad Heliport,US,US-DC,
DC16,Metropolitan Police Department  3rd District Heliport,US,US-DC,
DC17,Children's Hospital Heliport,US,US-DC,
DC52,Sibley Memorial Hospital Heliport,US,US-DC,
DCG,Dubai Creek SPB,AE,AE-DU,DCG
DCK,Dahl Creek Airport,US,US-AK,DCK
DCR,Decatur HI-Way Airfield,US,US-IN,DCR
DDM,Dodoima Airport,PG,PG-NPP,DDM
DDT,Duffys Tavern Airport,US,US-AK,
DE-0001,Klinikum am Plattenwald Helipad,DE,DE-BW,
DE-0002,Flugplatz Torgau-Beilrode,DE,DE-SN,
DE-0003,August-Euler Airport,DE,DE-HE,
DE-0004,Gransee Airport,DE,DE-BR,
DE-0005,Warngau Airfield,DE,DE-BY,
DE-0006,Locktow Airport,DE,DE-BR,
DE-0007,Wünsdorf Airfield,DE,DE-BR,
DE-0008,Steinstücken Helipad,DE,DE-BE,
DE-0009,Sperenberg Air Base,DE,DE-BR,
DE-0010,Straubing Airfield,DE,DE-BY,
DE-0011,Strausberg Helipad,DE,DE-BR,
DE-0012,Schönwalde Airfield,DE,DE-BR,
DE-0013,Johannisthal Airfield,DE,DE-BE,
DE-0014,Rostock University Helipad,DE,DE-MV,
DE-0015,Dresden Friedrichstadt Hospital Helipad,DE,DE-SN,
DE-0016,Erlangen Ebrardstrasse Helipad,DE,DE-BY,
DE-0017,Kelley Barracks Helipad,DE,DE-BW,
DE-0018,Frankfurt am Main Accident Hospital Roof Helipad,DE,DE-HE,
DE-0019,Frankfurt am Main Accident Hospital Ground Helipad,DE,DE-HE,
DE-0020,Industriepark Hoechst Helipad,DE,DE-HE,
DE-0021,Biblis Nuclear Power Plant Helipad,DE,DE-HE,
DE-0022,Mainz ZDF-Complex Helipad,DE,DE-RP,
DE-0023,Bernkastel-Kues Cusanus Hospital Helipad,DE,DE-RP,
DE-0024,Remagen Rolandseck Helipad,DE,DE-RP,
DE-0025,Osnabrück Hospital Helipad,DE,DE-NI,
DE-0026,Meppen Ludmillenstift Hospital Helipad,DE,DE-NI,
DE-0027,Grafenrheinfeld Nuclear Power Plant Helipad,DE,DE-BY,
DE-0028,Wittstock Air Base,DE,DE-BR,
DE-0029,Berlinchen Airfield,DE,DE-BR,
DE-0030,Traunstein Hospital Helipad,DE,DE-BY,
DE-0031,Bad Reichenhall Hospital Helipad,DE,DE-BY,
DE-0032,Berchtesgaden Hospital Helipad,DE,DE-BY,
DE-0033,Freilassing Hospital Helipad,DE,DE-BY,
DE-0034,Trostberg Hospital Helipad,DE,DE-BY,
DE-0035,Helgoland Heliport,DE,DE-SH,
DE-0036,Grafenwöhr Medevac Helipad,DE,DE-BY,
DE-0037,Vilseck Main Army Heliport,DE,DE-BY,
DE-0038,Utscheid Segelflugplatz,DE,DE-RP,
DE-0039,Aichach Glider Field,DE,DE-BY,
DE-0040,Zierenberg Airfield,DE,DE-HE,
DE-0041,Zellhausen Gliderport,DE,DE-HE,
DE-0042,Wülzburg Airport,DE,DE-BY,
DE-0043,Wilsche Glider Field,DE,DE-NI,
DE-0044,Witzenhausen-Burgberg Glider Field,DE,DE-HE,
DE-0045,Kleve-Wisseler Dünen Airfield,DE,DE-NW,
DE-0046,Wildberg Glider Airfield,DE,DE-BW,
DE-0047,Wächtersberg-Hub Glider Airfield,DE,DE-BW,
DE-0048,Steinberg in Surwold Glider Airfield,DE,DE-NI,
DE-0049,Altfeld Airport,DE,DE-BY,
DE-0050,Alsfeld Airfield,DE,DE-HE,
DE-0051,Altdorf-Hagenhausen Airfield,DE,DE-BY,
DE-0052,Bischofsberg Airfield,DE,DE-BY,
DE-0053,Cham-Janahof Airfield,DE,DE-BY,
DE-0054,Dobenreuth Airfield,DE,DE-BY,
DE-0055,Tirschenreuth  Airfield,DE,DE-BY,
DE-0056,Paterzell Airfield,DE,DE-BY,
DE-0057,Am Kreuzberg Glider Airfield,DE,DE-BY,
DE-0058,Kronach Airfield,DE,DE-BY,
DE-0059,Kaufbeuren Air Base,DE,DE-BY,
DE-0060,Karlstadt-Saupurzel Airport,DE,DE-BY,
DE-0061,Altötting Airfield,DE,DE-BY,
DE-0062,Antersberg Airfield,DE,DE-BY,
DE-0063,Rammertshof Amberg Airfield,DE,DE-BY,
DE-0064,Oberleichtersbach Airfield,DE,DE-BY,
DE-0065,Tröstau Glider Field,DE,DE-BY,
DE-0066,Königsdorf Gliding Center,DE,DE-BY,
DE-0067,Dürabuch Glider Airfield,DE,DE-BY,
DE-0068,Erbendorf Airfield,DE,DE-BY,
DE-0069,Kleinhartpenning Ultralight Site,DE,DE-BY,
DE-0070,Marpingen Glider Airfield,DE,DE-SL,
DE-0071,Bad Königshofen Airfield,DE,DE-BY,
DE-0072,Bad Wörishofen Glider Airfield,DE,DE-BY,
DE-0073,Benediktbeuern Airfield,DE,DE-BY,
DE-0074,Brannenburg Airfield,DE,DE-BY,
DE-0075,Ohlstadt Airfield,DE,DE-BY,
DE-0076,Eschenlohe Airfield,DE,DE-BY,
DE-0077,Büchig Airfield,DE,DE-BY,
DE-0078,Fichtelbrunn Airfield,DE,DE-BY,
DE-0079,Friesner Warte Airfield,DE,DE-BY,
DE-0080,Fürth-Seckendorf Airfield,DE,DE-BY,
DE-0081,Füssen Glider Airfield,DE,DE-BY,
DE-0082,Gammelsdorf Glider Field,DE,DE-BY,
DE-0083,Geitau Airfield,DE,DE-BY,
DE-0084,Geratshof Airfield,DE,DE-BY,
DE-0085,Greding Airfield,DE,DE-BY,
DE-0086,Greiling Airfield,DE,DE-BY,
DE-0087,Hallertau Airfield,DE,DE-BY,
DE-0088,Hersbruck Airfield,DE,DE-BY,
DE-0089,Hienheim Airfield,DE,DE-BY,
DE-0090,Oberhinkofen Airfield,DE,DE-BY,
DE-0091,Oeventrop Airfield,DE,DE-NW,
DE-0092,Ottenberg Airfield,DE,DE-BY,
DE-0093,Unterwössen Airfield,DE,DE-BY,
DE-0094,Agathazell Airfield,DE,DE-BY,
DE-0095,Alte Ems Airfield,DE,DE-NI,
