ident,name,iso_country,iso_region,iata_code
RK06,Camp Edwards (H 230) Heliport,KR,KR-41,
RK07,H 233 Heliport,KR,KR-41,
RK08,Camp Colbern Heliport (H-245),KR,KR-41,
RK09,H 247 Heliport,KR,KR-41,
RK0A,H 173A Heliport,KR,KR-41,
RK11,Camp Merser (H 250) Heliport,KR,KR-41,
RK12,C 281 Heliport,KR,KR-11,
RK13,Yanggu (G 404) Airport,KR,KR-42,
RK14,Idong Airport (G-231),KR,KR-41,
RK15,Ji Po Ri Airfield (G-237),KR,KR-42,
RK16,G 312 Airport,KR,KR-42,
RK17,G 406 Airport,KR,KR-42,
RK18,G 233 Airport,KR,KR-41,
RK19,G 314 Airport,KR,KR-42,
RK1C,Camp Thompson Heliport (C-100),KR,KR-41,
RK1D,C 106 Heliport,KR,KR-28,
RK1E,C 109 Heliport,KR,KR-41,
RK1F,McDonald Barracks Heliport (C-114),KR,KR-41,
RK1G,C 116 Heliport,KR,KR-41,
RK1H,Camp McNair Heliport (C-118),KR,KR-41,
RK1J,Camp Greaves Heliport (H-122),KR,KR-41,
RK1K,C 123 Heliport,KR,KR-41,
RK1L,C 126 Heliport,KR,KR-41,
RK1M,C 132 Heliport,KR,KR-41,
RK1N,C 135 Heliport,KR,KR-41,
RK1P,Camp Irwin (C 141) Heliport,KR,KR-41,
RK1Q,C 143 Heliport,KR,KR-11,
RK1R,C 147 Heliport,KR,KR-28,
RK1T,C 151 Heliport,KR,KR-41,
RK1V,C 157 Heliport,KR,KR-41,
RK1W,C 158 Heliport,KR,KR-41,
RK1X,C 161 Heliport,KR,KR-41,
RK1Y,C 171 Heliport,KR,KR-41,
RK20,G 500 Airport,KR,KR-44,
RK21,G 413 Airport,KR,KR-42,
RK22,G 313 Airport,KR,KR-42,
RK24,G 522 Airport,KR,KR-43,
RK25,Tongjin Airfield (G-107),KR,KR-41,
RK27,G 218 Airport,KR,KR-41,
RK28,G 219 Airport,KR,KR-41,
RK29,Guri Airport (G-203),KR,KR-41,
RK2A,C 181Heliport,KR,KR-41,
RK2B,C 182 Heliport,KR,KR-28,
RK2C,C 183 Heliport,KR,KR-28,
RK2D,C 184 Heliport,KR,KR-28,
RK2F,C 186 Heliport,KR,KR-28,
RK2G,C 188 Heliport,KR,KR-41,
RK2J,C 190 Heliport,KR,KR-41,
RK2K,C 191 Heliport,KR,KR-41,
RK2L,C 192 Heliport,KR,KR-41,
RK2M,Camp Flagstaff (C 205) Heliport,KR,KR-41,
RK2O,C 241 Heliport,KR,KR-41,
RK2P,C 242 Heliport,KR,KR-11,
RK2Q,C 250 Heliport,KR,KR-41,
RK2R,C-251 Heliport,KR,KR-41,
RK2U,C 257 Heliport,KR,KR-41,
RK2V,C 259 Heliport,KR,KR-41,
RK2X,C-262 Heliport,KR,KR-41,
RK2Y,C 265 Heliport,KR,KR-41,
RK31,G 307 Airport,KR,KR-42,
RK32,G 420 Airport,KR,KR-42,
RK33,G 418 Airport,KR,KR-42,
RK34,G 417 Airport,KR,KR-42,
RK35,G 225 Airport,KR,KR-41,
RK36,G 238 Airport,KR,KR-42,
RK37,Camp Beavers (G-227) Airfield,KR,KR-41,
RK38,Baek Ui Ri Airfield (G 228),KR,KR-41,
RK39,G 239 Airport,KR,KR-42,
RK3A,C 271 Heliport,KR,KR-11,
RK3D,C 316 Heliport,KR,KR-42,
RK3E,C-320 Heliport,KR,KR-42,
RK3H,C 325 Heliport,KR,KR-42,
RK3J,C 327 Heliport,KR,KR-41,
RK3K,C-332 Heliport,KR,KR-41,
RK3L,C 335 Heliport,KR,KR-42,
RK3M,C 400 Heliport,KR,KR-42,
RK3N,C 406 Heliport,KR,KR-42,
RK3O,C-408 Heliport,KR,KR-42,
RK3P,C-411 Heliport,KR,KR-42,
RK3Q,C 412 Heliport,KR,KR-42,
RK3R,C-422 Heliport,KR,KR-42,
RK3S,C 424 Heliport,KR,KR-42,
RK3T,C 426 Heliport,KR,KR-42,
RK3U,C-427 Heliport,KR,KR-42,
RK3V,C 428 Heliport,KR,KR-42,
RK3W,C 432 Heliport,KR,KR-42,
RK3X,C 433 Heliport,KR,KR-42,
RK40,G 240 Airport,KR,KR-42,
RK41,G 317 Airport,KR,KR-42,
RK42,G 311 Airport,KR,KR-42,
RK43,G 414 Airport,KR,KR-42,
RK44,G 412 Airport,KR,KR-42,
RK46,G 602 Airfield,KR,KR-47,
RK48,G 419 Airport,KR,KR-42,
RK49,G 530 Airport,KR,KR-44,
RK4A,C 504 Heliport,KR,KR-44,
RK4B,C-507 Heliport,KR,KR-43,
RK4D,C 512 Heliport,KR,KR-44,
RK4F,C-514 Heliport,KR,KR-44,
RK4G,C-516 Heliport,KR,KR-41,
RK4H,C-517 Heliport,KR,KR-44,
RK4J,C 518 Heliport,KR,KR-41,
RK4K,C 519 Heliport,KR,KR-41,
RK4M,Junction City Heliport (C-521),KR,KR-44,
RK4N,C 523 Heliport,KR,KR-44,
RK4O,C 527 Heliport,KR,KR-43,
RK4P,C 528 Heliport,KR,KR-44,
RK4Q,C 531 Heliport,KR,KR-41,
RK4R,C 535 Heliport,KR,KR-44,
RK4S,C 613 Heliport,KR,KR-47,
RK4U,H 704 Heliport,KR,KR-45,
RK4W,H 809 Heliport,KR,KR-26,
RK4Y,H 811 Helipad,KR,KR-47,
RK4Z,C 232 Heliport,KR,KR-41,
RK50,G 526 Airport,KR,KR-44,
RK51,G 532 Airport,KR,KR-44,
RK52,Yangin Airport (G-501),KR,KR-41,
RK55,Camp Eagle (H 401) Heliport,KR,KR-42,
RK57,Camp Walker (H 805) Heliport,KR,KR-27,
RK58,Gyeongju Airfield (G-806),KR,KR-47,
RK5B,H 831 Heliport,KR,KR-48,
RK5C,H 832 Heliport,KR,KR-47,
RK5G,C 714 Heliport,KR,KR-48,
RK5H,C 715 Heliport,KR,KR-48,
RK5J,C 716 Heliport,KR,KR-46,
RK5K,C 717 Heliport,KR,KR-46,
RK5L,C 718 Heliport,KR,KR-29,
RK5M,C 719 Heliport,KR,KR-45,
RK5N,C 720 Heliport,KR,KR-29,
RK5O,C 722 Heliport,KR,KR-46,
RK5P,C 723 Heliport,KR,KR-46,
RK5Q,C 816 Heliport,KR,KR-26,
RK5R,C 817 Heliport,KR,KR-26,
RK5S,C 818 Heliport,KR,KR-48,
RK5V,C 821 Heliport,KR,KR-48,
RK5W,C 822 Heliport,KR,KR-48,
RK5X,C 823 Heliport,KR,KR-27,
RK5Y,C 824 Heliport,KR,KR-47,
RK5Z,C 826 Heliport,KR,KR-48,
RK60,G 712 Airport,KR,KR-46,
RK61,Camp Red Cloud (H 209) Heliport,KR,KR-41,
RK64,C 187 Heliport,KR,KR-41,
RK65,C 415 Heliport,KR,KR-42,
RK67,C 431 Heliport,KR,KR-42,
RK68,C 524 Heliport,KR,KR-44,
RK6A,C 827 Heliport,KR,KR-26,
RK6B,C 828 Heliport,KR,KR-27,
RK6C,C 621 Heliport,KR,KR-44,
RK6D,G 710 Airport,KR,KR-46,
RK6G,H 104 Heliport,KR,KR-28,
RK6H,H 108 Heliport,KR,KR-41,
RK6J,JSA Rear Heliport (H 127),KR,KR-41,
RK6M,H 173 Heliport,KR,KR-41,
RK6N,H 175 Heliport,KR,KR-41,
RK6O,Chechon (G 605) Airport,KR,KR-43,
RK6R,C 102 Heliport,KR,KR-41,
RK6S,Camp Giant H-163 Heliport,KR,KR-41,
RK6T,C272 Heliport,KR,KR-41,
RK6V,C 145 Heliport,KR,KR-41,
RK6W,C 201 Heliport,KR,KR-41,
RK6X,Nogok-ri Airfield (G-130),KR,KR-41,
RK6Y,H 105 Heliport,KR,KR-41,
RK6Z,C 176 Heliport,KR,KR-41,
RK70,C 150 Heliport,KR,KR-28,
RK71,C 136 Heliport,KR,KR-41,
RK72,C 258 Heliport,KR,KR-41,
RK73,Bongamri (C 263) Heliport,KR,KR-41,
RK74,C 253 Heliport,KR,KR-41,
RK75,C-254 Heliport,KR,KR-41,
RK76,C 260 Heliport,KR,KR-41,
RK77,C 331 Heliport,KR,KR-42,
RK79,C-328 Heliport,KR,KR-42,
RK7A,C 240 Heliport,KR,KR-41,
RK7B,C 243 Heliport,KR,KR-41,
RK7C,C 286 Heliport,KR,KR-41,
RK7D,C 288 Heliport,KR,KR-41,
RK7H,G 162 Airfield,KR,KR-41,
RK7I,Munhak Heliport (C-107),KR,KR-28,
RK7J,C-244 Heliport,KR,KR-41,
RK7K,C 120 Heliport,KR,KR-41,
RK7N,C 245 Heliport,KR,KR-41,
RK7Q,C 202 Heliport,KR,KR-41,
RK7R,C 249 Heliport,KR,KR-41,
RK80,C-330 Heliport,KR,KR-42,
RK82,G 405 Airport,KR,KR-42,
RK83,C 429 Heliport,KR,KR-42,
RK85,C 434 Heliport,KR,KR-42,
RK86,C 329 Heliport,KR,KR-42,
RK87,C 425 Heliport,KR,KR-42,
RK88,C 533 Heliport,KR,KR-41,
RK8D,N 109 Helipad,KR,KR-47,
RK8E,N 110 Helipad,KR,KR-U-A,
RK8G,N 203 Helipad,KR,KR-28,
RK8I,N 211 Helipad,KR,KR-41,
RK8J,N 212 Helipad,KR,KR-41,
RK8K,N 214 Helipad,KR,KR-41,
RK8L,N 215 Helipad,KR,KR-28,
RK8M,N 220 Helipad,KR,KR-28,
RK8N,N 222 Helipad,KR,KR-11,
RK8P,N 229 Helipad,KR,KR-28,
RK8R,N 302 Helipad,KR,KR-48,
RK8S,N 303 Helipad,KR,KR-48,
RK8T,N 305 Helipad,KR,KR-46,
RK8V,N 307 Helipad,KR,KR-46,
RK8W,N 308 Helipad,KR,KR-46,
RK8X,N 309 Helipad,KR,KR-46,
RK8Y,N 310 Helipad,KR,KR-46,
RK91,Camp Jackson (H 248) Heliport,KR,KR-41,
RK94,H 310 Heliport,KR,KR-41,
RK95,Camp Long (H 416) Heliport,KR,KR-42,
RK96,H 502 Heliport,KR,KR-30,
RK97,H 506 Heliport,KR,KR-44,
RK98,H 608 Heliport,KR,KR-47,
RK9B,N 315 Helipad,KR,KR-48,
RK9C,N 316 Helipad,KR,KR-46,
RK9E,N 318 Helipad,KR,KR-49,
RK9G,N 321 Helipad,KR,KR-49,
RK9I,N 323 Helipad,KR,KR-49,
RK9J,N 324 Helipad,KR,KR-49,
RK9K,N 325 Helipad,KR,KR-49,
RK9L,ROK Navy Donghae Ammunition Depot Heliport (N-100),KR,KR-42,
RK9P,N 201 Helipad,KR,KR-41,
RK9Q,N 204 Helipad,KR,KR-28,
RK9R,N 205 Helipad,KR,KR-45,
RK9S,N 101 Helipad,KR,KR-47,
RK9V,N 221 Helipad,KR,KR-28,
RK9W,N 208 Helipad,KR,KR-28,
RK9X,N 209 Helipad,KR,KR-28,
RK9Z,N 217 Helipad,KR,KR-28,
RKA1,N 218 Helipad,KR,KR-28,
RKA2,N 219 Helipad,KR,KR-28,
RKA5,N 231 Helipad,KR,KR-28,
RKA6,N-304 Helipad,KR,KR-46,
RKA7,N 319 Helipads,KR,KR-49,
RKA8,H 302 Heliport,KR,KR-41,
RKA9,C 193 Heliport,KR,KR-11,
RKB1,C 194 Heliport,KR,KR-28,
RKB2,C 195 Heliport,KR,KR-41,
RKC1,C 153 Heliport,KR,KR-U-A,
RKC3,Camp Young (C 166) Heliport,KR,KR-41,
RKC4,C 168 Heliport,KR,KR-41,
RKC5,C-252 Heliport,KR,KR-41,
RKC6,C-283 Heliport,KR,KR-41,
RKC7,C 285 Heliport,KR,KR-41,
RKC8,C 289 Heliport,KR,KR-41,
RKC9,N 102 Helipad,KR,KR-42,
RKD1,Pong Am Dong North R802 (탁구암동 노스 R802) (G-802) Airport,KR,KR-48,
RKD3,N 206 Helipad,KR,KR-28,
RKD4,N 207 Helipad,KR,KR-28,
RKDD,N 105 Helipad,KR,KR-47,
RKDU,N 104 Helipad,KR,KR-47,
RKJB,Muan International Airport,KR,KR-46,MWX
RKJJ,Gwangju Airport,KR,KR-29,KWJ
RKJK,Kunsan Air Base,KR,KR-45,KUV
RKJM,Mokpo Airport,KR,KR-46,MPK
RKJO,Yong Jung-ri Helipad,KR,KR-45,
RKJU,Jeon Ju Airport (G-703),KR,KR-45,CHN
RKJY,Yeosu Airport,KR,KR-46,RSU
RKNC,Camp Page Airport (A-306),KR,KR-42,QUN
RKND,Sokcho (Mulchi Airfield) (G-407/K-50) Airport,KR,KR-42,SHO
RKNF,Whang Ryeong Helipad,KR,KR-42,
RKNN,Gangneung Airport (K-18),KR,KR-42,KAG
RKNR,Kotar Range Heliport,KR,KR-47,
RKNS,Samcheok Airfield,KR,KR-42,
RKNW,Wonju/Hoengseong Air Base (K-38/K-46),KR,KR-42,WJU
RKNY,Yangyang International Airport,KR,KR-42,YNY
RKPC,Jeju International Airport,KR,KR-49,CJU
RKPD,Jeongseok Airport,KR,KR-49,JDG
RKPE,Jinhae Airbase/Airport (G-813/K-10),KR,KR-48,CHF
RKPK,Gimhae International Airport,KR,KR-26,PUS
RKPM,Mosulpo Airbase Heliport,KR,KR-49,
RKPS,Sacheon Air Base/Airport,KR,KR-48,HIN
RKPU,Ulsan Airport,KR,KR-31,USN
RKQ1,H 252 Heliport,KR,KR-41,
RKRA,Ganapri (G 222) Airport,KR,KR-41,
RKRB,Bu Cheon Airfield (G-103) Airport,KR,KR-28,
RKRC,Ha Nam Heliport (G-280),KR,KR-41,
RKRD,Deog So Heliport (G-290),KR,KR-41,
RKRG,Yang Pyeong (G 301) Airport,KR,KR-41,
RKRK,G 213 Airport,KR,KR-41,
RKRN,Icheon Airfield (G-510),KR,KR-41,
RKRO,Pocheon G 217 Airport,KR,KR-41,QJP
RKRP,Pa Ju (G 110) Airport,KR,KR-41,
RKRS,Susaek (G 113) Airport,KR,KR-41,
RKSC,Sv Ri San Helipad,KR,KR-41,
RKSD,N 200 Heliport,KR,KR-41,
RKSG,A 511 Airport,KR,KR-41,
RKSH,Central 119 Rescue Heliport,KR,KR-41,
RKSI,Incheon International Airport,KR,KR-28,ICN
RKSJ,Taesong-San Helipad,KR,KR-42,
RKSM,Seoul Air Base (K-16),KR,KR-41,SSN
RKSN,Kooni Range Heliport,KR,KR-41,
RKSO,Osan Air Base,KR,KR-41,OSN
RKSQ,Yeonpyeong-Myeon Heliport,KR,KR-28,
RKSR,Camp Stanton Heliport (H-112),KR,KR-41,
RKSS,Gimpo International Airport,KR,KR-11,GMP
RKST,Camp Casey-Dongduchon (Camp Mobile) (H-220) Airfield,KR,KR-41,
RKSU,Yeoju Range Heliport,KR,KR-41,
RKSV,Pyoripsan Heliport,KR,KR-28,
RKSW,Suwon Airport,KR,KR-41,SWU
RKSX,Camp Stanley (H 207) Heliport,KR,KR-41,
RKSY,H 264 Heliport,KR,KR-11,
RKTA,Taean Airport,KR,KR-44,QDY
RKTB,Paekado Helipad,KR,KR-28,
RKTD,Taejon Airfield,KR,KR-44,
RKTE,Seongmu Airport,KR,KR-43,
RKTH,Pohang Airport (G-815/K-3),KR,KR-47,KPO
RKTI,Jungwon Air Base/Chungju Airport,KR,KR-43,
RKTN,Daegu Airport,KR,KR-27,TAE
RKTP,Seosan Air Base,KR,KR-44,HMY
RKTS,Sangju Airfield,KR,KR-47,
RKTU,Cheongju International Airport/Cheongju Air Base (K-59/G-513),KR,KR-43,CJJ
RKTW,Woong Cheon Heliport,KR,KR-44,
RKTY,Yecheon Airbase,KR,KR-47,YEC
RKU,Kairuku Airport,PG,PG-CPM,RKU
RKUC,Jochiwon Airfield (G-505),KR,KR-44,
RKUL,G 536 Airport,KR,KR-44,
RKUY,Yongchon Airport (G-801),KR,KR-47,
RKY,Rokeby Airport,AU,AU-QLD,RKY
RLP,Rosella Plains Airport,AU,AU-QLD,RLP
RMD,Basanth Nagar Airport,IN,IN-TG,RMD
RMP,Rampart Airport,US,US-AK,RMP
RMU,Región de Murcia International Airport,ES,ES-MU,RMU
RNR,Robinson River Airport,PG,PG-CPM,RNR
RO-0001,Clinceni Airfield,RO,RO-B,
RO-0002,Banesti,RO,RO-PH,
RO-0003,Bucovina Fly Club,RO,RO-SV,
RO-0004,"Ineu ""King's Land"" field",RO,RO-BN,
RO-0005,Aerodrom Sălicea,RO,RO-CJ,
RO-0006,Aerodromul Sânpetru-Brașov,RO,RO-BV,
RO-0007,Aerodromul Săulești,RO,RO-GJ,
RO-0008,Aeroportul Sportiv Elie Carafoli,RO,RO-MS,
RO-0009,Aerodromul Charlie Bravo Siria,RO,RO-AR,
RO-0010,Aerodrom Ghimbav,RO,RO-BV,
RO-0011,Aerodrom Prejmer,RO,RO-BV,
RO-0012,Aerodromul Costinești,RO,RO-CT,
RO-0013,Aeroclubul Balta-Verde,RO,RO-U-A,
RO-0014,Aerodromul Alexeni,RO,RO-U-A,
RO-0015,Siliștea Gumești Air Base,RO,RO-TR,
RO-0016,Aerial Club Vădeni,RO,RO-BR,
RO-0017,Aerodrom Cioca,RO,RO-TM,
RO-0018,Cobrex Heliport,RO,RO-U-A,
RO-0019,Comana Airstrip,RO,RO-GR,
RO-0020,Aerodromul Buziaş,RO,RO-U-A,
RO-0021,Fazi Airstrip,RU,RU-U-A,
RO-0022,Lăzarea Airstrip,RO,RO-HR,
RO-0023,Aerodrom Drobeta,RO,RO-U-A,
RO-0024,Aerodrom Piatra Craiului,RO,RO-BV,
RO-0025,Aerodromul Topoloveni,RO,RO-AG,
RO-0026,Salonti Airstrip,RO,RO-AB,
RO-0027,Aerodromul Ciceu-Andras,RO,RO-HR,
RO-0028,Ghindari Airfield,RO,RO-MS,
RO-0031,Aerodrom Crasna,RO,RO-SJ,
RO02,Lester Helo Pad Nº 2,JP,JP-47,
RO04,White Beach Helipad CFAO,JP,JP-47,
ROAH,Naha Airport,JP,JP-47,OKA
RODE,Ie Shima Auxiliary Air Base,JP,JP-47,
RODN,Kadena Air Base,JP,JP-47,DNA
ROIG,Ishigaki Airport,JP,JP-47,
ROKJ,Kumejima Airport,JP,JP-47,UEO
ROKR,Kerama Airport,JP,JP-47,KJP
ROMD,Minami-Daito Airport,JP,JP-47,MMD
ROMY,Miyako Airport,JP,JP-47,MMY
RORA,Aguni Airport,JP,JP-47,AGJ
RORE,Ie Jima Airport,JP,JP-47,IEJ
RORH,Hateruma Airport,JP,JP-47,HTR
RORK,Kitadaito Airport,JP,JP-47,KTD
RORS,Shimojishima Airport,JP,JP-47,SHI
RORT,Tarama Airport,JP,JP-47,TRA
RORY,Yoron Airport,JP,JP-46,RNJ
ROTM,Futenma Marine Corps Air Station,JP,JP-47,
ROYN,Yonaguni Airport,JP,JP-47,OGN
RP12,Pagbilao Grande Island Airport,PH,PH-QUE,
RP13,Nonoc Airport,PH,PH-SUN,
RP14,Magat River Management Project  Airstrip,PH,PH-ISA,
RP15,Pasar Airport,PH,PH-LEY,
RP16,Seahawk Lz Airstrip,PH,PH-BAS,
RP17,Malita Airport,PH,PH-DAS,
RPBL,Balesin Island Airport,PH,PH-BAS,BSI
RPLA,Pinamalayan Airport,PH,PH-MDR,
RPLB,Subic Bay International Airport,PH,PH-ZMB,SFS
RPLC,Diosdado Macapagal International Airport,PH,PH-PAM,CRK
RPLI,Laoag International Airport,PH,PH-ILN,LAO
RPLJ,Jomalig Island Airport,PH,PH-QUE,
RPLL,Ninoy Aquino International Airport,PH,PH-U-A,MNL
RPLN,Palanan Community Airport,PH,PH-ISA,
RPLO,Cuyo Airport,PH,PH-PLW,CYU
RPLP,Legazpi City International Airport,PH,PH-ALB,LGP
RPLR,Carmen Rosales Airstrip,PH,PH-PAN,
RPLS,Danilo Atienza Air Base,PH,PH-CAV,SGL
RPLT,Itbayat Airport,PH,PH-BTN,
RPLU,Lubang Airport,PH,PH-MDC,LBX
RPLV,Fort Magsaysay Airport,PH,PH-NUE,
RPLX,Corregidor Airport,PH,PH-CAV,
RPLY,Alabat Island Airport,PH,PH-QUE,
RPLZ,Sorsogon Airport,PH,PH-SOR,
RPMA,Allah Valley Airport,PH,PH-SCO,AAV
RPMB,Rajah Buayan Air Base,PH,PH-SCO,
RPMC,Awang Airport,PH,PH-MAG,CBO
RPMD,Francisco Bangoy International Airport,PH,PH-DAV,DVO
RPME,Bancasi Airport,PH,PH-AGN,BXU
RPMF,Bislig Airport,PH,PH-SUR,BPH
RPMG,Dipolog Airport,PH,PH-ZAN,DPL
RPMH,Camiguin Airport,PH,PH-CAM,CGM
RPMI,Iligan Airport,PH,PH-LAN,IGN
RPMJ,Jolo Airport,PH,PH-SLU,JOL
RPML,Cagayan De Oro Airport,PH,PH-MSR,
RPMM,Malabang Airport,PH,PH-LAS,MLP
RPMN,Sanga Sanga Airport,PH,PH-TAW,TWT
RPMO,Labo Airport,PH,PH-MSC,OZC
RPMP,Pagadian Airport,PH,PH-ZAS,PAG
RPMQ,Mati National Airport,PH,PH-DAO,MXI
RPMR,General Santos International Airport,PH,PH-SCO,GES
RPMS,Surigao Airport,PH,PH-SUN,SUG
RPMU,Cagayan de Sulu Airport,PH,PH-TAW,CDY
RPMV,Ipil Airport,PH,PH-ZSI,IPE
RPMW,Tandag Airport,PH,PH-SUR,TDG
RPMX,Liloy Airport,PH,PH-ZAN,
RPMY,Malaybalay Airport,PH,PH-BUK,
RPMZ,Zamboanga International Airport,PH,PH-ZAS,ZAM
RPNS,Siargao Airport,PH,PH-SUN,IAO
RPSB,Bantayan Airport,PH,PH-CEB,
RPSD,Cesar Lim Rodriguez Airport,PH,PH-PLW,RZP
RPSM,Maasin Airport,PH,PH-SLE,
RPSN,Ubay Airport,PH,PH-BOH,
RPSR,Semirara Airport,PH,PH-ANT,
RPUA,Aparri (Maura) Airport,PH,PH-CAG,
RPUB,Loakan Airport,PH,PH-BEN,BAG
RPUD,Daet Airport,PH,PH-CAN,DTE
RPUE,Lucena Airport,PH,PH-QUE,
RPUF,Basa Air Base,PH,PH-PAM,
RPUG,Lingayen Airport,PH,PH-PAN,
RPUH,San Jose Airport,PH,PH-MDC,SJI
RPUI,Iba Airport,PH,PH-ZMB,
RPUJ,Castillejos Airport,PH,PH-ZMB,
RPUK,Calapan Airport,PH,PH-MDR,
RPUL,Fernando Air Base,PH,PH-BTG,
RPUM,Mamburao Airport,PH,PH-MDC,MBO
RPUN,Naga Airport,PH,PH-CAS,WNP
RPUO,Basco Airport,PH,PH-BTN,BSO
RPUP,Jose Panganiban,PH,PH-CAN,
RPUQ,Vigan Airport,PH,PH-ILS,
RPUR,Dr.Juan C. Angara Airport,PH,PH-AUR,BQA
RPUS,San Fernando Airport,PH,PH-LUN,SFE
RPUT,Tuguegarao Airport,PH,PH-CAG,TUG
RPUU,Bulan Airport,PH,PH-SOR,
RPUV,Virac Airport,PH,PH-CAT,VRC
RPUW,Marinduque Airport,PH,PH-MAD,MRQ
RPUX,Plaridel Airport,PH,PH-BUL,
RPUY,Cauayan Airport,PH,PH-ISA,CYZ
RPUZ,Bagabag Airport,PH,PH-NUV,
RPV,Roper Valley Airport,AU,AU-NT,RPV
RPVA,Daniel Z. Romualdez Airport,PH,PH-LEY,TAC
RPVB,Bacolod-Silay Airport,PH,PH-NEC,BCD
RPVC,Calbayog Airport,PH,PH-WSA,CYP
RPVD,Sibulan Airport,PH,PH-NER,DGT
RPVE,Godofredo P. Ramos Airport,PH,PH-AKL,MPH
RPVF,Catarman National Airport,PH,PH-NSA,CRM
RPVG,Guiuan Airport,PH,PH-EAS,
RPVH,Hilongos Airport,PH,PH-LEY,
RPVI,Iloilo International Airport,PH,PH-ILI,ILO
RPVJ,Moises R. Espinosa Airport,PH,PH-MAS,MBT
RPVK,Kalibo International Airport,PH,PH-AKL,KLO
RPVL,Wasig Airport,PH,PH-MDR,
RPVM,Mactan Cebu International Airport,PH,PH-CEB,CEB
RPVO,Ormoc Airport,PH,PH-LEY,OMC
RPVP,Puerto Princesa Airport,PH,PH-PLW,PPS
RPVQ,Biliran Airport,PH,PH-BIL,
RPVR,Roxas Airport,PH,PH-CAP,RXS
RPVS,Evelio Javier Airport,PH,PH-ANT,EUQ
RPVT,Tagbilaran Airport,PH,PH-BOH,TAG
RPVU,Tugdan Airport,PH,PH-ROM,TBH
RPVV,Francisco B. Reyes Airport,PH,PH-PLW,USU
RPVW,Borongan Airport,PH,PH-EAS,
RPVY,Catbalogan Airport,PH,PH-WSA,
RPVZ,Siquijor Airport,PH,PH-SIG,
RRM,Marromeu Airport,MZ,MZ-S,RRM
RS-0001,Bela Crkva Airport,RS,RS-04,
RS-0002,Bojnik Airport,RS,RS-21,
RS-0003,"Aerodrom ""13.Maj""",RS,RS-00,
RS-0004,Sjenica Air Base,RS,RS-16,
RS-0005,Aerodrom Vojka Nova Pazova,RS,RS-U-A,
RS-0006,Backi Monostor Airfield,RS,RS-05,
RS-0007,Smederevo Airport,RS,RS-10,
RS-0008,"Sportski Aerodrom ""Kozhirsko Polje""",RS,RS-19,
RS-0009,Banjički Vis Heliport,RS,RS-00,
RS-0010,Bogatić,RS,RS-U-A,
RS-0011,Surčin Airstrip,RS,RS-07,
RS-0012,Titel Airstrip,RS,RS-U-A,
RS-0013,Vršački Ritovi Airstrip,RS,RS-04,
RS-0014,Progar Airstrip,RS,RS-07,
RSCO,Scotts Field,US,US-AR,
RSE,Rose Bay Seaplane Base,AU,AU-NSW,RSE
RU-0001,Levashovo Air Base,RU,RU-SPE,
RU-0002,Afrikanda Air Base,RU,RU-MUR,
RU-0003,Alexandrovo Air Base,RU,RU-RYA,
RU-0004,Aleysk Air Base,RU,RU-ALT,
RU-0005,Andreapol Air Base,RU,RU-TVE,
RU-0006,Arabatuk Air Base,RU,RU-CHI,
RU-0007,Ashchebutak Air Base,RU,RU-ORE,
RU-0008,Bada Air Base,RU,RU-CHI,
RU-0009,Bakhmutovo Air Base,RU,RU-TVE,
RU-0010,Balashov Air Base,RU,RU-SAR,
RU-0011,Baltiysk Air Base,RU,RU-KGD,
RU-0012,Khariusny Airfield,RU,RU-MUR,
RU-0013,Bezrechnaya-2 Air Base,RU,RU-CHI,
RU-0014,Borisoglebsk Air Base,RU,RU-VOR,
RU-0015,Khotilovo Air Base,RU,RU-TVE,
RU-0016,Lipetsk Air Base,RU,RU-LIP,
RU-0017,Pugachev Airport,RU,RU-SAR,
RU-0018,Buturlinovka Air Base,RU,RU-VOR,
RU-0019,Chebenki Air Base,RU,RU-ORE,
RU-0020,Chekurovka Air Base,RU,RU-SA,
RU-0021,Korsakov Heliport,RU,RU-SAK,
RU-0022,Chornoye Air Base,RU,RU-MOS,
RU-0023,Chindant Air Base,RU,RU-CHI,
RU-0024,Krasnaya Polyana Heliport,RU,RU-KDA,
RU-0025,Nogliki Airport,RU,RU-SAK,NGK
RU-0026,Novaya Airport,RU,RU-SAK,
RU-0027,Rybnovsk Airport,RU,RU-SAK,
RU-0028,Kaliningrad Chkalovsk Naval Air Base,RU,RU-KGD,
RU-0029,Kansk West Airport,RU,RU-KYA,
RU-0030,Tyukhtet North,RU,RU-KYA,
RU-0031,Khodynka Airport,RU,RU-MOW,
RU-0032,Shimanovsk Airport,RU,RU-AMU,
RU-0033,Plestsy Airport,RU,RU-ARK,
RU-0034,Verkhnyaya Toyma Airport,RU,RU-ARK,
RU-0035,Grozny North Airport,RU,RU-CE,GRV
RU-0036,Irkutsk Northwest Airport,RU,RU-IRK,
RU-0037,Kaliningrad Devau Airport,RU,RU-KGD,
RU-0038,Palana (East) Airport,RU,RU-KAM,
RU-0039,Kachalovka Airfield,RU,RU-MUR,
RU-0040,Syktyvkar Southwest,RU,RU-KO,
RU-0041,Taly Ruchey Air Base,RU,RU-MUR,
RU-0042,Pravdinsk Airport,RU,RU-NIZ,
RU-0043,Mius Airport,RU,RU-NIZ,
RU-0044,Krasnovishersk Airport,RU,RU-PER,
RU-0045,Saratov South Airport,RU,RU-SAR,
RU-0046,Tatischevo Air Base,RU,RU-SAR,
